timestamp,Price,SOPR,Active_MVRV,price_peak,SOPR_peak,Active_MVRV_peak,max_sopr_since_peak,closeness_score,max_active_mvrv_since_peak,closeness_score_active_mvrv
2017-12-17,19322.33125,1.2624820486,2.5955181749,True,False,True,2.6586843786,47.48521707810963,2.5955181749,100.0
2021-04-14,63422.4579166667,1.1883139332,2.1149761682,True,False,False,1.5412549178,77.10041469948456,2.436489252,86.80424781122737
2021-11-09,67564.7466666667,1.0761019905,1.7593102662,True,False,False,1.471032152,73.1528531879431,2.436489252,72.20677311651855
2024-03-13,72726.2979166667,1.3293811368,1.6419276792,True,False,False,1.471032152,90.37063771805308,2.436489252,67.38907950659822
