timestamp,Price,SOPR,log_price,price_peak,SOPR_peak,max_sopr_since_peak,closeness_score
2013-04-10,260.9045833333,1.5268861741,5.5641547593831655,True,False,1.6837286691,90.68481175866438
2013-11-30,1140.4691666667,1.2872336313,7.03919500643282,True,False,2.053680425,62.67935437423277
2017-12-17,19322.33125,1.2624820486,9.86901676560093,True,False,2.6586843786,47.48521707810963
2019-06-26,12686.2379166667,1.2239455191,9.448273056287785,True,False,1.445608016,84.66648673453399
2021-04-14,63422.4579166667,1.1883139332,11.057573303517097,True,False,1.5412549178,77.10041469948456
2021-11-09,67564.7466666667,1.0761019905,11.120841626989344,True,False,1.471032152,73.1528531879431
