timestamp,Price,SOPR,Active_MVRV,log_price,price_peak,SOPR_peak,Active_MVRV_peak,max_sopr_since_peak,closeness_score,max_active_mvrv_since_peak,closeness_score_active_mvrv
2013-04-10,260.9045833333,1.5268861741,2.4311094258,5.5641547593831655,True,False,False,1.6837286691,90.68481175866438,2.668147931,91.11599089218565
2013-11-30,1140.4691666667,1.2872336313,2.4215477303,7.03919500643282,True,False,False,2.053680425,62.67935437423277,2.5498293557,94.96901135312315
2017-12-17,19322.33125,1.2624820486,2.5955181749,9.86901676560093,True,False,True,2.6586843786,47.48521707810963,2.5955181749,100.0
2021-11-09,67564.7466666667,1.0761019905,1.7593102662,11.120841626989344,True,False,False,1.471032152,73.1528531879431,2.436489252,72.20677311651855
