SOPR,date,Active_MVRV,Price,buy_score,sell_score
0.9388856371,2014-10-02,0.5235715757,379.66375,0.03046122850329398,0.09004377721223583
0.8526885293,2014-10-03,0.5151107844,372.36,0.03100218299711254,0.08177704816198028
0.9219700113,2014-10-04,0.4847895925,349.6841666667,0.032940817864071145,0.08842148501736811
1.016229001,2014-10-05,0.4448689687,320.16125,0.0354932080690689,0.09746138842350918
0.7095329486,2014-10-06,0.4604582273,327.9529166667,0.06235371054318338,0.0
0.9188675081,2014-10-07,0.4669036264,331.8775,0.0340843862839755,0.08812393961257958
0.958166948,2014-10-08,0.4753342462,337.8066666667,0.03354536085422807,0.09189295031110448
0.8682884731,2014-10-09,0.5108350813,362.5558333333,0.031275557049747424,0.08327315994444329
0.9280895399,2014-10-10,0.5146226099,364.8183333333,0.03103339523012704,0.08900837808307129
0.9803808707,2014-10-11,0.507089031,359.5308333333,0.03151506688659393,0.09402337538905844
0.7184891904,2014-10-12,0.5094957932,360.1145833333,0.05835946587794948,0.0
1.0102234738,2014-10-13,0.5306486108,375.5945833333,0.03000874671943805,0.09688542865602451
0.9730851132,2014-10-14,0.5618673973,397.9845833333,0.0,0.12924758477139142
0.8937131351,2014-10-15,0.5551148556,392.3008333333,0.0,0.1212036846539157
1.0148825733,2014-10-16,0.5460507772,385.87625,0.0,0.1322449065569825
0.9134645271,2014-10-17,0.5376649725,379.5229166667,0.02956014418838739,0.087605767006437
0.9996858897,2014-10-18,0.5433970894,383.7966666667,0.0,0.1306178015641623
0.9887117572,2014-10-19,0.5505916366,389.0891666667,0.0,0.13002532308066359
0.9878710343,2014-10-20,0.5402003948,381.80125,0.0,0.12928031259987297
0.9658874631,2014-10-21,0.541391345,382.7608333333,0.0,0.1272481247141339
0.9712116194,2014-10-22,0.5380082365,380.3516666667,0.02953819704458228,0.0931439988296189
0.9605716693,2014-10-23,0.5174848808,365.5241666667,0.030850391270925127,0.09212357497979526
0.9044141926,2014-10-24,0.5054006579,356.4308333333,0.03162301577497833,0.08673779515639217
0.9292556723,2014-10-25,0.4952494243,349.0620833333,0.032272051454858765,0.08912021594902256
0.9417699175,2014-10-26,0.4968763536,350.26625,0.03216803107606038,0.09032039397096847
0.9161079152,2014-10-27,0.4986582931,351.36625,0.03205409986725751,0.087859281001919
0.9521482811,2014-10-28,0.4991105532,351.67625,0.03202518387999403,0.09131573038138843
0.92510715,2014-10-29,0.4889266673,344.1475,0.032676307237940516,0.08872235213794649
0.9192802086,2014-10-30,0.4805776428,338.1183333333,0.03321011573907638,0.08816351963213571
0.9207587805,2014-10-31,0.4847412092,340.7608333333,0.03294391132928411,0.08830532199175758
0.9576538782,2014-11-01,0.4681055821,328.91375,0.03400753728555075,0.09184374437915709
0.9173814614,2014-11-02,0.461139003,323.93,0.03445295688486026,0.0879814203826603
0.8964919296,2014-11-03,0.46407939,325.85375,0.03426495844537439,0.08597801094370348
0.8902848037,2014-11-04,0.4620998443,324.13,0.03439152392892842,0.08538271686359139
0.9275692264,2014-11-05,0.4773477046,334.7466666667,0.0334166271068779,0.08895847744445971
1.0831231713,2014-11-06,0.4863068254,341.5554166667,0.03284381110355403,0.10387687027697057
0.9365343465,2014-11-07,0.4917883043,344.6645833333,0.032493343808169185,0.08981827681199372
1.006782882,2014-11-08,0.4890571358,342.77375,0.03266796552156031,0.09655545888199074
0.8800143906,2014-11-09,0.4997908521,350.0970833333,0.0319816878600538,0.08439773344014646
0.9616849957,2014-11-10,0.5210913949,365.1008333333,0.030619802908650427,0.09223034848911822
0.9699829455,2014-11-11,0.5228490464,366.35625,0.030507424592748474,0.09302616292442834
0.9612456581,2014-11-12,0.5665386496,397.58,0.0,0.12841078659417876
1.0475010675,2014-11-13,0.6218509384,438.1816666667,0.0,0.14021958847141983
1.0471066033,2014-11-14,0.5623367574,395.9345833333,0.0,0.13637662115578092
1.003987085,2014-11-15,0.5479707553,385.80375,0.0,0.13132273226152144
0.9928072795,2014-11-16,0.541915338,381.6933333333,0.0,0.12986337062495146
0.9300734972,2014-11-17,0.5631391643,396.6475,0.0,0.12520387051872367
1.0045390595,2014-11-18,0.5431543569,382.4729166667,0.0,0.13106772505798386
0.9453704491,2014-11-19,0.5402806387,380.26,0.0,0.12520942675584068
0.9341799671,2014-11-20,0.5221551707,367.0166666667,0.030551788667544467,0.08959248018055148
0.9487386946,2014-11-21,0.5006578798,351.5775,0.03192625302967569,0.09098873416900613
0.951410925,2014-11-22,0.5073020817,356.3370833333,0.031501445142540725,0.09124501428373935
0.9621205883,2014-11-23,0.5104782844,358.73125,0.0312983694415902,0.09227212397431027
0.9651652298,2014-11-24,0.5319835676,374.1245833333,0.029923394078720675,0.09256412015583022
0.9644293376,2014-11-25,0.542974169,381.8775,0.0,0.12720948369991333
0.9863072844,2014-11-26,0.5273099774,370.79125,0.0302222076921656,0.0945917477805231
0.9737185427,2014-11-27,0.5262959157,370.0766666667,0.03028704338118966,0.09338442517569721
0.7860367544,2014-11-28,0.5307050342,369.1404166667,0.050525272914476164,0.0
0.9590384919,2014-11-29,0.5458523217,378.0029166667,0.0,0.1268764943170662
1.0090795113,2014-11-30,0.5427277364,376.0466666667,0.0,0.13147590016935137
0.9799145577,2014-12-01,0.5455819146,378.0566666667,0.0,0.12886132338095502
0.9550889164,2014-12-02,0.5496956038,380.5220833333,0.0,0.12674343699888208
0.9953319102,2014-12-03,0.5480020372,379.2875,0.0,0.1304946582408459
0.8499965403,2014-12-04,0.5442352067,375.39125,0.0,0.11631543884871769
0.9888350273,2014-12-05,0.5427998273,373.9408333333,0.0,0.12953896325472275
0.9783742988,2014-12-06,0.5452075671,375.7041666667,0.0,0.12868967041478702
0.9796953301,2014-12-07,0.5446016278,375.3941666667,0.0,0.12877762213391272
0.7608048201,2014-12-08,0.5424133482,370.4454166667,0.022940001037487674,0.03468008225376775
1.0365963005,2014-12-09,0.5205427184,354.02875,0.030654883435731584,0.09941471320144224
0.9303127726,2014-12-10,0.5154147519,349.7520833333,0.030982748339139148,0.08922159709720819
0.94823665,2014-12-11,0.5190331381,352.1391666667,0.030751400914784045,0.09094058560827978
0.9758706179,2014-12-12,0.5188086186,351.8970833333,0.03076575593527425,0.09359081983357195
0.9611086455,2014-12-13,0.5129865518,347.9304166667,0.0311379992736452,0.09217507365376625
0.9744885418,2014-12-14,0.5135597842,348.4575,0.031101348725039606,0.09345827189852937
0.9241429622,2014-12-15,0.5119267033,347.20875,0.031205762416419074,0.08862988175814378
0.9777394116,2014-12-16,0.4955848368,336.0,0.032250606309514276,0.0937700463942191
0.9496832897,2014-12-17,0.4782550175,323.9908333333,0.0333586165765207,0.09107932551195487
0.9358152353,2014-12-18,0.4622465206,312.7725,0.03438214594041549,0.08974931049051113
0.9028592266,2014-12-19,0.4629821266,312.92875,0.03433511377081453,0.08658866622466298
0.8971462778,2014-12-20,0.4816983805,325.5170833333,0.0331384595459722,0.08604076617310716
0.9116620292,2014-12-21,0.4821771844,325.15625,0.033107846437554926,0.08743289854097146
0.9463489239,2014-12-22,0.4880460269,328.97,0.03273261241849948,0.09075954333681513
0.9784289981,2014-12-23,0.494540021,333.4566666667,0.03231740831209087,0.09383618115091466
0.7527757804,2014-12-24,0.4930242934,329.9620833333,0.056124344492721565,0.0
0.9736687725,2014-12-25,0.4769246202,319.2320833333,0.033443677698167695,0.09337965196730683
0.9464894663,2014-12-26,0.4834356315,323.69625,0.033027385569316996,0.09077302204823046
0.9660892855,2014-12-27,0.4766370371,319.20625,0.03346206479279929,0.0926527416687117
0.9641451453,2014-12-28,0.471444443,315.8583333333,0.03379406176723958,0.09246628900597967
0.8960329163,2014-12-29,0.4698623761,314.5470833333,0.03389521379531012,0.08593398929752055
0.849459344,2014-12-30,0.4695681532,312.7533333333,0.03391402541638619,0.08146735331711254
0.8668005451,2014-12-31,0.4724377815,313.46125,0.03373055104981318,0.08313046028854731
0.9669989401,2015-01-01,0.4764251615,316.1066666667,0.033475611404917054,0.09273998204486175
0.9633834889,2015-01-02,0.4746377267,315.0291666667,0.033589893964689886,0.09239324238934839
0.9152436812,2015-01-03,0.4591937747,304.3325,0.03457732822946346,0.0877763966860021
0.941695316,2015-01-04,0.4161485766,275.2745833333,0.03732949318943656,0.09031323931806905
0.8531986659,2015-01-05,0.4106419211,271.0166666667,0.03768157019181289,0.0818259727855373
0.9365215885,2015-01-06,0.4171594884,275.1829166667,0.037264858894407414,0.08981705325668062
0.8970887435,2015-01-07,0.4340479562,285.6575,0.03618506715552833,0.08603524834911822
0.9201013108,2015-01-08,0.4365255487,286.505,0.03602665823735466,0.08824226739506202
0.9009280981,2015-01-09,0.4318898914,282.735,0.03632304654895831,0.0864034614483291
0.9349986859,2015-01-10,0.4261464531,278.6704166667,0.03669026264591541,0.08967099936362727
0.9685486877,2015-01-11,0.4149952114,271.2683333333,0.037403235474978334,0.09288861050621582
0.9025830788,2015-01-12,0.4115230648,268.69125,0.037625232831947394,0.08656218228455537
0.9188678877,2015-01-13,0.3663875972,238.1725,0.040511042582250786,0.08812397601809745
0.8226839878,2015-01-14,0.3027603281,195.2766666667,0.061584638569355865,0.0
0.8526318353,2015-01-15,0.3190624259,205.4129166667,0.043536854610668065,0.08177161092691825
0.8527717475,2015-01-16,0.3291856251,211.5041666667,0.042889611355884025,0.08178502919903602
0.8973810361,2015-01-17,0.311937325,200.2433333333,0.04399240955985653,0.08606328065541324
0.8870179739,2015-01-18,0.3199802576,205.38625,0.0434781715436736,0.08506941172494845
0.8860094144,2015-01-19,0.3300429462,211.7745833333,0.042834797132811235,0.08497268587961142
0.9090475722,2015-01-20,0.3280145404,210.3529166667,0.04296448656656404,0.08718215918109999
0.7445990714,2015-01-21,0.3376237697,215.0579166667,0.06684431732251682,0.0
0.9224593002,2015-01-22,0.3648057855,232.3375,0.04061217829369303,0.08846841024336273
0.9732415896,2015-01-23,0.3613100597,230.1166666667,0.04083568322527873,0.09333868301394709
0.9576021738,2015-01-24,0.3728478414,237.5275,0.04009799633075475,0.09183878567141833
0.9433367854,2015-01-25,0.3897573715,248.3658333333,0.039016857939366316,0.09047066435378569
0.7846843615,2015-01-26,0.4431530576,281.4870833333,0.05625275253088777,0.0
1.0106873074,2015-01-27,0.4117809462,261.3141666667,0.03760874476395756,0.0969299125928232
1.0768526553,2015-01-28,0.3989488408,253.4825,0.03842918635566583,0.1032754967726812
0.9537529288,2015-01-29,0.3684083504,233.8316666667,0.04038184242996264,0.09146962403392019
0.90246249,2015-01-30,0.3688243542,233.9004166667,0.0403552445483844,0.08655061722208937
0.8738318711,2015-01-31,0.3616824854,229.1125,0.040811871580612766,0.08380479923552085
0.9569686185,2015-02-01,0.3456441452,218.915,0.0418373090245763,0.09177802458398596
0.8699585383,2015-02-02,0.359379818,227.5133333333,0.04095909637716335,0.08343332745884173
0.9593863306,2015-02-03,0.374381319,237.0133333333,0.039999950938843225,0.09200989513466148
0.9299446798,2015-02-04,0.3567249228,225.655,0.041128841432694664,0.08918629517675385
0.8898765877,2015-02-05,0.3531192689,223.0991666667,0.04135937479667912,0.08534356692976984
0.9612568404,2015-02-06,0.3489069622,220.4425,0.041628695497061725,0.09218928627778808
0.9103441555,2015-02-07,0.3582535783,226.3833333333,0.041031104349612914,0.08730650793369452
0.9446714478,2015-02-08,0.3561983079,225.1058333333,0.04116251141539083,0.09059866508044538
0.9137364035,2015-02-09,0.3498464435,220.9575,0.04156862822757436,0.08763184129815424
0.9435056007,2015-02-10,0.3458041479,218.3329166667,0.04182707899094007,0.09048685457617546
0.886851985,2015-02-11,0.349752263,220.6966666667,0.041574649811478105,0.08505349256830069
0.9450675091,2015-02-12,0.3484725591,219.8366666667,0.04165646976790017,0.09063664931840831
0.9344232091,2015-02-13,0.3676204882,231.9795833333,0.04043221568495591,0.08961580829165595
0.9222498963,2015-02-14,0.3905650172,246.4908333333,0.038965219794027804,0.08844832737344344
1.0078168768,2015-02-15,0.3957600335,249.8308333333,0.038633067952279186,0.09665462409842475
0.9924319108,2015-02-16,0.3710527108,234.1870833333,0.040212770934054703,0.0951791297504648
0.9540904615,2015-02-17,0.3781329597,238.70625,0.03976008367065312,0.09150199508960544
0.9732595628,2015-02-18,0.3800521828,239.9875,0.03963737501093409,0.09334040673273951
0.8128002756,2015-02-19,0.3781634359,238.3675,0.057711514761539386,0.0
1.1550317866,2015-02-20,0.385906691,243.4229166667,0.039263057478732634,0.1107732622121088
0.97832078,2015-02-21,0.3889575635,244.7779166667,0.039067994968569726,0.09382580249977582
0.9455310511,2015-02-22,0.3836150966,241.44,0.03940957430496488,0.09068110528932447
0.9383289411,2015-02-23,0.3753500175,236.1370833333,0.03993801562001196,0.08999038731189209
0.9239038351,2015-02-24,0.3786358507,238.0991666667,0.03972793051420415,0.08860694828630548
0.8899925489,2015-02-25,0.3782015013,237.53125,0.0397557013516455,0.08535468818250337
0.9641837038,2015-02-26,0.3762694159,236.2733333333,0.03987923238349724,0.0924699869568764
0.9542736006,2015-02-27,0.3976779051,249.8566666667,0.038510445702917354,0.09151955903527426
0.9426699672,2015-02-28,0.4021990117,252.6625,0.038221381377184276,0.09040671318969362
1.0354972482,2015-03-01,0.400412905,251.5366666667,0.03833557902271709,0.09930930864892243
0.9554324634,2015-03-02,0.41784847,262.205,0.03722080773187864,0.09163069971062322
0.8802939779,2015-03-03,0.43883772,274.8908333333,0.035878825793453896,0.08442454724531909
1.0260050424,2015-03-04,0.4447176404,278.6179166667,0.03550288349079062,0.09839895915529517
0.9529164712,2015-03-05,0.4317906512,270.18625,0.03632939163303542,0.09138940361217157
1.0096091943,2015-03-06,0.4361852249,272.7883333333,0.03604841739467644,0.09682651621316844
0.9045084194,2015-03-07,0.4372620457,273.07625,0.035979569100215214,0.08674683197264685
0.9049975209,2015-03-08,0.4417719191,275.2470833333,0.03569122298744881,0.0867937392260544
0.9022182457,2015-03-09,0.45329026,281.9808333333,0.034954779072186526,0.08652719298545658
1.0761850357,2015-03-10,0.4711472051,293.33375,0.033813066157259,0.10321146875036467
1.0368544515,2015-03-11,0.4719826399,293.59125,0.03375965127047975,0.09943947115940069
1.0777573705,2015-03-12,0.4723924098,294.2783333333,0.033733451963467345,0.10336226343593634
0.9202993866,2015-03-13,0.4682076491,291.1408333333,0.034001011465404275,0.08826126384415185
1.0080308959,2015-03-14,0.4547569224,282.85375,0.034861005619082355,0.09667514958885517
0.9836687847,2015-03-15,0.4562472127,283.8795833333,0.03476572147764759,0.09433870260678373
0.9363700749,2015-03-16,0.4676223173,290.9195833333,0.034038435608886565,0.08980252235291138
1.0207809203,2015-03-17,0.4647588993,289.2233333333,0.03422151290979824,0.0978979400024675
0.9851825865,2015-03-18,0.4398803897,273.4654166667,0.03581216100528173,0.09448388368809595
0.9734810598,2015-03-19,0.4138177858,257.02375,0.03747851610144373,0.09336164939077268
0.9320914972,2015-03-20,0.4206164276,261.18625,0.03704383384736512,0.08939218558559857
0.9718454527,2015-03-21,0.4173829331,259.1895833333,0.03725057259300852,0.09320478657862652
0.9443480994,2015-03-22,0.4214221861,261.7191666667,0.03699231636323719,0.09056765436929906
0.959287626,2015-03-23,0.4303990525,267.3329166667,0.036418365766029,0.0920004288752354
0.9754110572,2015-03-24,0.4127760099,256.2683333333,0.03754512374305485,0.09354674568902108
0.9543697217,2015-03-25,0.3945920879,244.8416666667,0.0387077424594799,0.09152877752426991
0.9283002672,2015-03-26,0.4015826785,249.0975,0.03826078764574802,0.08902858787359737
0.9505329024,2015-03-27,0.3992590076,247.5720833333,0.03840935533533404,0.09116080757287102
0.9560881975,2015-03-28,0.4051441879,251.31375,0.038033076732383805,0.09169358785469287
0.9759921475,2015-03-29,0.3950393917,245.095,0.0386791433613421,0.09360247512341205
0.9433124035,2015-03-30,0.3951326043,245.1229166667,0.03867318366170378,0.09046832600895979
0.9629732274,2015-03-31,0.3953341152,245.2470833333,0.0386602997335884,0.09235389628195785
0.8246982218,2015-04-01,0.3934974109,243.5516666667,0.05559004015661635,0.0
0.9832148488,2015-04-02,0.4012429167,248.215,0.03828251087068301,0.09429516790837841
0.9349030682,2015-04-03,0.4103011132,253.615,0.037703360300857865,0.0896618291531819
1.001224917,2015-04-04,0.4085595923,252.62,0.03781470728053505,0.09602242254355105
0.9790424676,2015-04-05,0.4112436701,254.4079166667,0.03764309638786729,0.09389501591076371
0.9805609143,2015-04-06,0.4157118608,257.2566666667,0.037357415326522196,0.09404064246096398
0.985019016,2015-04-07,0.4081983155,252.6291666667,0.03783780610209237,0.0944681964679719
0.9875850229,2015-04-08,0.4016131412,248.5279166667,0.03825883996332985,0.09471428922357346
0.9260337993,2015-04-09,0.3938067021,243.5075,0.038757957381799435,0.08881122238989837
0.8401041345,2015-04-10,0.3860055931,238.1016666667,0.03925673401163056,0.08057014244636826
0.9701040311,2015-04-11,0.3826539524,235.8929166667,0.03947102662730235,0.09303777563247198
0.9197329616,2015-04-12,0.3831912149,236.2079166667,0.0394366758729308,0.08820694088457928
0.9137493139,2015-04-13,0.377287745,232.3175,0.03981412385129278,0.08763307946938126
0.9487093866,2015-04-14,0.3574228851,219.92375,0.04108421607446122,0.09098592338682111
0.7391523637,2015-04-15,0.3601482028,220.8158333333,0.06592654716124197,0.0
0.9283257271,2015-04-16,0.3702531424,226.7645833333,0.04026389264404125,0.08903102960395606
0.945761559,2015-04-17,0.3665717827,224.44375,0.04049926638184726,0.09070321213724407
0.9672410333,2015-04-18,0.363920991,222.8691666667,0.040668749073412044,0.09276319998036317
0.969462,2015-04-19,0.3664445412,224.5083333333,0.04050740177471829,0.09297620167389031
0.9348633661,2015-04-20,0.3657759979,224.085,0.040550146181195644,0.08965802152538783
0.9215161237,2015-04-21,0.3691440648,226.10125,0.04033480332963085,0.08837795495117173
0.9468281512,2015-04-22,0.3841527886,235.3158333333,0.039375196089810195,0.09080550360559557
0.9819393603,2015-04-23,0.384052238,234.63875,0.039381624956448966,0.09417284225145867
0.9663868029,2015-04-24,0.3805617867,231.7233333333,0.03960479265427291,0.09268127505917352
0.9709550439,2015-04-25,0.3750915276,228.4204166667,0.039954542593441944,0.09311939196990435
0.9532360529,2015-04-26,0.3594542785,218.84125,0.04095433562362876,0.09142005307815423
0.91707189,2015-04-27,0.3642544933,221.6754166667,0.040647426059820656,0.08795173095396802
0.9535804671,2015-04-28,0.3710141755,225.7729166667,0.04021523475132267,0.09145308410373187
0.9760502075,2015-04-29,0.3696569412,224.9441666667,0.04030201174034376,0.0936080433646316
0.9697712785,2015-04-30,0.3805259949,231.6554166667,0.03960708106139292,0.09300586301202361
0.9679432924,2015-05-01,0.3864801013,235.3354166667,0.039226395555800334,0.09283055010208938
0.9814304715,2015-05-02,0.3852269371,234.65875,0.03930651865320879,0.09412403729809446
0.9992543883,2015-05-03,0.3928909736,239.4754166667,0.03881650597727096,0.0958334390931266
0.988047847,2015-05-04,0.3936291061,239.9420833333,0.038769312271771036,0.0947586763443282
0.9634366808,2015-05-05,0.3864375149,235.5304166667,0.03922911838675534,0.09239834375569571
0.9861728028,2015-05-06,0.3848072533,234.5775,0.0393333518215902,0.09457885032981019
0.9616139507,2015-05-07,0.3813541503,232.4933333333,0.03955413159492752,0.0922235349221626
0.9645837447,2015-05-08,0.3932191091,239.8283333333,0.03879552609879241,0.09250835285816619
0.9837878192,2015-05-09,0.3972026166,242.325,0.03854083404850098,0.09435011860419071
0.9828219379,2015-05-10,0.3949302342,240.9983333333,0.03868612252417277,0.09425748580936034
0.9122783672,2015-05-11,0.3954736663,241.15,0.038651377306360785,0.08749200840416081
0.960617154,2015-05-12,0.39574917,241.26125,0.03863376252787327,0.0921279371875355
0.9782802189,2015-05-13,0.3968339931,241.9825,0.03856440259330743,0.09382191248963234
0.9761484589,2015-05-14,0.3875816969,236.3254166667,0.03915596324408609,0.09361746615993574
0.9671529369,2015-05-15,0.3891088192,237.29,0.039058324188647436,0.09275475109979525
0.968868797,2015-05-16,0.3881481453,236.7558333333,0.039119746441587215,0.09291931057164848
0.9774920076,2015-05-17,0.3874012509,236.3933333333,0.03916750035345689,0.09374631912672546
0.957812295,2015-05-18,0.3862870884,235.74625,0.039238736150422955,0.09185893733395606
0.9769214683,2015-05-19,0.3819106421,233.0366666667,0.0395185513838918,0.09369160158542969
0.9762060516,2015-05-20,0.3825109083,233.4225,0.03948017238518309,0.09362298958477358
0.9721524597,2015-05-21,0.3852475302,235.1570833333,0.03930520199976685,0.09323423006867285
0.9670322435,2015-05-22,0.3888586044,237.3870833333,0.03907432208005979,0.0927431760056718
0.9528740654,2015-05-23,0.3937583005,240.2558333333,0.03876105201705276,0.09138533668617246
0.9927810183,2015-05-24,0.3932204963,240.0079166667,0.03879543740589748,0.09521261088672994
0.9516162783,2015-05-25,0.3917433134,239.1045833333,0.038889883504331195,0.09126470868108055
0.9790191498,2015-05-26,0.3898353289,237.9445833333,0.03901187360582574,0.09389277961839188
0.9611429903,2015-05-27,0.3893058324,237.5795833333,0.03904572782831864,0.09217836748998805
0.9486097171,2015-05-28,0.389218025,237.4316666667,0.03905134193767748,0.0909763645887117
0.9884096834,2015-05-29,0.3883231412,236.9070833333,0.03910855779325064,0.09479337824507249
0.7541476315,2015-05-30,0.3855746371,234.3508333333,0.06286274624347184,0.0
0.9406420587,2015-05-31,0.3826497209,232.4625,0.03947129717515768,0.09021222673259453
0.938485446,2015-06-01,0.3751606269,227.6958333333,0.03995012461697504,0.09000539690602301
0.947264098,2015-06-02,0.3703657505,224.6145833333,0.040256692861470635,0.09084731306031983
0.9545452324,2015-06-03,0.372980617,226.1520833333,0.04008950710617247,0.09154560986864146
0.9599872516,2015-06-04,0.3719013487,225.4575,0.04015851188553878,0.09206752643128381
0.9785895737,2015-06-05,0.370707364,224.7466666667,0.040234851245075476,0.09385158114531311
0.9762876237,2015-06-06,0.3706363177,224.7854166667,0.0402393937061635,0.09363081275269616
0.8956083461,2015-06-07,0.3704524489,224.61125,0.0402511496578359,0.0858932709150157
0.9745546242,2015-06-08,0.3726591149,226.00125,0.040110062867400986,0.09346460952759528
0.9778906,2015-06-09,0.3783724611,229.5466666667,0.039744770757946496,0.0937845461096996
0.9580692255,2015-06-10,0.377752951,229.13625,0.03978438014679421,0.09188357823992677
0.9530424647,2015-06-11,0.3788521957,229.7470833333,0.03971409814370648,0.09140148701210432
0.9903711933,2015-06-12,0.380072544,230.42125,0.03963607318439696,0.09498149674796144
0.9351726627,2015-06-13,0.3808237108,230.8108333333,0.03958804610966373,0.08968768459940069
0.9579701222,2015-06-14,0.3855951978,233.72625,0.03928297330461217,0.09187407374319832
0.9835257666,2015-06-15,0.3888542552,235.7725,0.03907460015325662,0.09432498646349126
0.9905361757,2015-06-16,0.3985504856,241.7333333333,0.03845465584521298,0.09499731937628007
0.977444176,2015-06-17,0.4141947034,251.2141666667,0.037454417259823646,0.09374173183966522
1.0160858589,2015-06-18,0.4094130949,248.3841666667,0.03776013719948887,0.09744766038800329
0.9976630686,2015-06-19,0.4077000463,247.2991666667,0.03786966375621881,0.0956808236617277
1.011981103,2015-06-20,0.4001505303,242.6045833333,0.038352354377172326,0.09705399399119714
1.0088995499,2015-06-21,0.4022923204,243.8483333333,0.038215415533235694,0.09675845780463757
0.9909009723,2015-06-22,0.4053741846,245.75875,0.03801837151817666,0.0950323051748483
0.9881572718,2015-06-23,0.4039248071,244.91,0.03811103983300254,0.09476917072396653
0.9629518249,2015-06-24,0.3997891614,242.30125,0.03837545908729338,0.0923518436763309
0.9645768857,2015-06-25,0.3991837062,241.9379166667,0.03841416985318189,0.09250769504613511
0.9804657517,2015-06-26,0.399026748,241.86375,0.038424205231744134,0.09403151589685997
0.9950917404,2015-06-27,0.4044513324,245.2391666667,0.03807737557902855,0.09543422056713197
0.9955626364,2015-06-28,0.4108651498,249.2520833333,0.037667297700726354,0.09547938182302795
0.9985214799,2015-06-29,0.416169891,252.6054166667,0.03732813041850247,0.09576314955191002
1.010656577,2015-06-30,0.4314564291,262.0970833333,0.03635076066821402,0.09692696539544164
1.0162758864,2015-07-01,0.4266220435,259.2120833333,0.036659854997862805,0.09746588496530864
0.993406596,2015-07-02,0.4222613701,256.55,0.036938661765239876,0.09527260688285757
0.8841723893,2015-07-03,0.4201200944,254.9175,0.03707556772017337,0.08479650608486175
0.9966920057,2015-07-04,0.4226466304,256.4970833333,0.03691402951948588,0.09558769392582425
0.9619424427,2015-07-05,0.4340398707,263.5091666667,0.03618558411516067,0.09225503892999402
0.9993438951,2015-07-06,0.4465724347,271.21625,0.035384294191502026,0.09584202323803169
1.0456192459,2015-07-07,0.4393330114,266.8145833333,0.03584715852982813,0.10028005830130474
1.0010554646,2015-07-08,0.4410047051,267.6733333333,0.035740276066091765,0.09600617122011958
0.9262072723,2015-07-09,0.4438002142,269.01875,0.0355615406314811,0.08882785930875953
0.9926085675,2015-07-10,0.4612505304,279.83,0.03444582619860708,0.09519607200190555
0.9886323054,2015-07-11,0.4791739072,290.83625,0.033299865864570316,0.09481472879617098
1.045016566,2015-07-12,0.50042558,304.0616666667,0.031941105496338364,0.10022225831747122
1.0287875457,2015-07-13,0.4812561459,292.3391666667,0.033166734536538636,0.09866581498665222
1.0206812702,2015-07-14,0.4772239415,290.0441666667,0.03342454010257062,0.09788838306491407
1.0112109592,2015-07-15,0.4767684203,289.895,0.03345366459358243,0.09698013339091915
1.00944207,2015-07-16,0.4623714596,281.12,0.034374157761638026,0.09681048816604394
1.013452809,2015-07-17,0.4557737241,277.1275,0.034795994743688545,0.09719513787704379
0.9646640175,2015-07-18,0.4553060226,276.76375,0.034825898002050514,0.09251605141679121
0.9954538449,2015-07-19,0.4515655075,274.5991666667,0.03506505393685548,0.09546894817999253
0.9261762301,2015-07-20,0.4540460037,275.98,0.03490645936588552,0.08882488220821552
0.9798586117,2015-07-21,0.4577298774,278.1475,0.034670924891388434,0.09397328816737259
0.9991854636,2015-07-22,0.4531988481,275.4691666667,0.034960623641132865,0.09582682887342998
1.0085622533,2015-07-23,0.4543196137,276.3,0.03488896566419668,0.09672610939211031
0.9959666323,2015-07-24,0.4633374815,281.9875,0.03431239357559408,0.0955181270283829
1.0171531033,2015-07-25,0.4727712239,287.95625,0.033709231866026014,0.09755001440556121
1.0191703403,2015-07-26,0.475801267,289.9304166667,0.033515501117531016,0.09774347741301899
1.0090873389,2015-07-27,0.4762183612,290.3233333333,0.03348883351945001,0.09677646769871917
1.0042291267,2015-07-28,0.4821519338,294.0970833333,0.03310946087585712,0.09631054111543716
0.9976008153,2015-07-29,0.4763970027,290.6008333333,0.03347741178373039,0.09567485326229412
0.9870063067,2015-07-30,0.4711816558,287.4379166667,0.03381086349555523,0.09465878747711702
1.0248509034,2015-07-31,0.4661527126,284.48625,0.034132397182741,0.09828827151573456
0.9987288413,2015-08-01,0.4591951799,280.2845833333,0.03457723838570916,0.09578303653597518
0.9984466166,2015-08-02,0.457611047,279.4554166667,0.03467852250685997,0.0957559697910955
0.9906510548,2015-08-03,0.4617327911,282.1041666667,0.03441499207404275,0.09500833685027052
0.9597789712,2015-08-04,0.463992178,283.4695833333,0.03427053448686295,0.0920475513105724
0.9971976078,2015-08-05,0.4626404711,282.63875,0.0343569580725482,0.09563618366839935
1.0036485983,2015-08-06,0.4565715456,278.9979166667,0.0347449847246032,0.09625486557003587
0.9889058558,2015-08-07,0.4540408527,277.51125,0.03490678870347333,0.09484096363276939
1.0380679903,2015-08-08,0.4445924132,271.7945833333,0.03551089009610522,0.09955585553362876
0.8205864974,2015-08-09,0.4321319141,262.47,0.053514214880651625,0.0
0.9711204831,2015-08-10,0.4355462469,263.8345833333,0.03608927149546854,0.09313525840760276
0.9769030881,2015-08-11,0.4371566098,264.8466666667,0.03598631031647886,0.09368983883332388
0.9847023763,2015-08-12,0.4413338473,267.44,0.03571923182260649,0.09443782915434315
